,f,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
0,0.14374731,0.3548638,0.0,1.0,0.9485654,-0.11441466,-0.5464725,2.0,0.0,-1.3243668,-0.16302016,-0.27735564,-1.0044743,0.6201737,-0.2626043,-1.1288188,0.7713403,-0.7556393,-0.025105111,-1.6929756,1.5874075,1.3732898,-1.6594,1.5853553,-1.2791127,-0.75134605,0.4429269
1,0.14374731,-0.16040605,1.0,0.0,-1.3144137,0.15063861,-1.3997803,2.0,0.0,-0.4065932,-0.16302016,-0.27735564,0.33482477,0.6201737,-0.2626043,1.6344354,1.1436052,-1.6932232,-0.0687632,0.18104362,-0.009363007,0.9255475,-1.2120907,0.9218685,-1.6814308,-1.2855934,-1.2279671
2,0.14374731,0.2519598,0.0,1.0,-0.18292414,-0.29111683,0.3779442,1.0,0.0,-0.028779201,-0.16302016,-0.27735564,1.6741239,0.6201737,-0.2626043,-0.5841343,0.5447256,-0.008911844,0.9602657,-0.73406726,0.90347815,0.7043055,-0.6257788,-0.5607616,1.6271595,0.47358355,1.6172031
3,0.14374731,-0.6153734,1.0,1.0,0.5714022,-3.4717562,0.0935083,2.0,1.0,0.06644979,-0.16302016,-0.27735564,0.33482477,-1.8605211,-0.2626043,1.0162516,1.0520096,-0.24088545,-0.3126999,-0.34687725,1.8688743,-1.0688847,1.605675,-0.26899418,-0.28768092,-0.10673098,-0.34972504
4,0.14374731,0.47991142,0.0,0.0,0.9485654,-0.11441466,-0.19092761,0.0,0.0,-1.378526,-0.16302016,-0.27735564,-1.0044743,0.6201737,-0.2626043,-0.0398843,-1.5572804,-1.3986713,0.6684262,0.47450006,-1.6949311,-0.6548286,-1.0007768,-1.5251061,0.055167504,-0.27489126,-1.4601213
5,0.14374731,-0.5412731,0.0,0.0,-0.18292414,0.15063861,-0.7597994,1.0,0.0,-0.8665917,-0.16302016,-0.27735564,0.33482477,-0.6201737,2.0209115,0.33398744,0.98100746,-1.2933358,-0.9204384,0.49360102,0.017754858,0.04216402,-0.15536375,1.3708261,0.34042612,0.39727923,-0.1104261
6,0.14374731,0.14603578,0.0,1.0,0.9485654,-0.9979256,1.5867969,1.0,2.0,0.3199784,-0.16302016,-0.27735564,1.6741239,0.6201737,-0.2626043,0.010964955,1.261582,-0.9525061,1.4082885,-1.4876208,0.39510825,-1.563341,0.5608393,0.48328337,1.2276293,1.6133238,-0.10443858
7,0.14374731,0.090083875,0.0,0.0,1.3257285,-1.439681,1.8001238,0.0,2.0,-0.67168695,-0.16302016,-0.27735564,-1.0044743,-1.8605211,-0.2626043,0.67518085,1.3801243,0.52332693,-0.76180255,-0.6298488,-0.72387296,1.5647819,-0.35032436,1.5495114,1.2093984,0.70489067,-1.613394
8,0.14374731,-0.21644779,0.0,0.0,-0.5600873,-0.11441466,-0.7597994,0.0,0.0,1.3036377,-0.16302016,-0.27735564,-1.0044743,-0.6201737,-0.2626043,1.4801193,1.3653712,-1.6801138,0.35583833,-0.40062487,0.39728007,0.39423326,0.33018988,-0.6378861,-1.5118487,1.106809,1.4845732
9,0.14374731,1.4255793,0.0,0.0,-0.18292414,-0.11441466,0.946816,0.0,0.0,-0.23184234,-0.16302016,-0.27735564,-1.0044743,-0.6201737,-0.2626043,-0.98712826,-0.97770524,-0.34575576,-0.48177698,1.3426329,-1.0529116,-0.25347424,0.5000541,0.049638167,-0.5995132,1.0267867,-1.1625992
10,0.14374731,-0.12309001,0.0,0.0,0.9485654,0.32734078,0.3779442,0.0,0.0,-0.138765,-0.16302016,-0.27735564,-1.0044743,0.6201737,-0.2626043,-0.9974944,-0.34348208,1.1246208,-1.0017616,-1.3620428,1.6313605,-1.2417158,0.34911674,-0.7143159,0.41215137,0.5990187,-1.3935754
11,0.14374731,0.35462773,0.0,1.0,0.9485654,-0.5561701,1.8712327,1.0,0.0,-0.16189538,-0.16302016,-0.27735564,1.6741239,-1.8605211,-0.2626043,-0.4248388,-0.5676787,-1.0638218,-1.8593541,-1.7073989,0.40360612,-1.3827069,-0.66759914,1.6255978,1.2660549,1.5096015,-1.0450348
12,0.14374731,0.63292557,0.0,0.0,0.9485654,0.76909626,1.7290148,0.0,1.0,0.48935008,-0.16302016,-0.27735564,-1.0044743,-1.8605211,-0.2626043,-0.5599654,-0.87472457,0.061931334,0.010495846,-0.3300613,0.9376867,0.50542855,0.54005754,-1.2002282,0.82710207,0.534211,-0.607252
13,0.14374731,-0.39864138,0.0,0.0,-0.18292414,-0.11441466,0.30683523,0.0,2.0,-0.14394693,-0.16302016,-0.27735564,-1.0044743,0.6201737,-0.2626043,-0.3535421,1.5925341,-0.46372184,-0.6890263,0.39588502,0.48073807,-1.623446,0.24168621,0.96711165,1.5297732,0.7554133,-1.2281966
14,0.14374731,0.742906,0.0,1.0,-0.18292414,1.6526072,-0.11981863,1.0,0.0,-0.03792377,-0.16302016,-0.27735564,0.33482477,0.6201737,-0.2626043,-0.8055133,-0.28947034,0.56860894,-1.5541894,-0.38286933,-0.6114541,1.6117506,1.628816,0.8489549,0.03596131,-1.1803755,1.6140239
